Translation,original,final,"jan Ke Tami"
Title,"The Tale of The Flopsy Bunnies",
Author/copyright,"BEATRIX POTTER (public domain)",
Link,https://en.wikisource.org/wiki/The_Tale_of_The_Flopsy_Bunnies,
"CW notes",,
"Translation notes","This will be a block-by-block translation",
"Text notes",,
randomized,no,
Predefine,"Benjamin Bunny (rabbit)",,"soweli Penjamin"
Predefine,"Flopsy (rabbit)",,"soweli Lawako"
Predefine,"Peter Rabbit (rabbit)",,"soweli Pita"
Predefine,"Mr. McGregor (human)",,"jan mije Mekeke"
Predefine,"The Flopsy Bunnies (group of rabbits)",,"kulupu soweli Lawako"
Predefine,"Thomasina Tittlemouse (mouse)",,"soweli Melili"
Predefine,"Mrs. McGregor (human)",,"jan meli Mekeke"
"Text start","The Tale of The Flopsy Bunnies",,"kulupu soweli Lawako"
,"IT is said that the effect of eating too much lettuce is ""soporific.""",,"toki la, sina moku e lipu kasi mute la ni li kama e lape a."
,"I have never felt sleepy after eating lettuces; but then I am not a rabbit.",,"taso mi pilin lape tan ni lon tenpo ala; taso mi soweli ala pi kute suli."
,"They certainly had a very soporific effect upon the Flopsy Bunnies!",,"suli la, lipu kasi li lape a e kulupu soweli Lawako!"
,"WHEN Benjamin Bunny grew up, he married his Cousin Flopsy. They had a large family, and they were very improvident and cheerful.",,"soweli lili Penjamin li kama soweli suli a Penjamin la, ona en soweli sama ona Lawako pi kulupu ante li kama kulupu olin. ona li kama mama e soweli lili mute, li pilin pona musi, li pilin pona tawa tenpo kama ale."
,"I do not remember the separate names of their children; they were generally called the ""Flopsy Bunnies.""",,"soweli lili ale la mi ken ala awen e nimi ale lon sona mi; kulupu ni la, nimi pi soweli lili li ""kulupu soweli Lawako""."
,"AS there was not always quite enough to eat,—Benjamin used to borrow cabbages from Flopsy's brother, Peter Rabbit, who kept a nursery garden.",,"moku li mute pona lon tenpo ale ala la, soweli Penjamin li kama jo e kili lipu tan soweli sama Pita pi soweli Lawako. soweli Pita li lawa e ma kili."
,"SOMETIMES Peter Rabbit had no cabbages to spare.",,"tenpo ken la, soweli Pita li ken ala pana e lipu tawa soweli Penjamin."
,"WHEN this happened, the Flopsy Bunnies went across the field to a rubbish heap, in the ditch outside Mr. McGregor's garden.",,"ni li kama la, kulupu Lawako li tawa lon ma, li tawa nena pi ijo jaki. nena ni li lon lupa lili, li lon poka pi ma kili lon tomo pi jan Mekeke."
,"MR. McGREGOR'S rubbish heap was a mixture. There were jam pots and paper bags, and mountains of chopped grass from the mowing machine (which always tasted oily), and some rotten vegetable marrows and an old boat or two. One day—oh joy!—there were a quantity of overgrown lettuces, which had ""shot"" into flower.",,"nena jaki pi jan Mekeke li jo e ijo ante mute. poki pi moku ko en poki kiwen en poki lipu li lon. ilo li weka e kasi anpa tan ma la kasi li lon nena ni (li nasa tawa pilin uta sama ilo). kili li kama jaki la ona li lon nena ni. poki tawa li lon kin. tenpo suno wan la pona li lon a—kili lipu mute a li lon, li kama suli, li kama kasi, li kama e kule suwi."
,"THE Flopsy Bunnies simply stuffed lettuces. By degrees, one after another, they were overcome with slumber, and lay down in the mown grass.",,"kulupo Lawako li moku mute a e kili lipu. tenpo li tawa la, soweli wan en soweli wan en soweli wan en soweli ante li kama lape, li lape lon ma supa."
,"Benjamin was not so much overcome as his children. Before going to sleep he was sufficiently wide awake to put a paper bag over his head to keep off the flies.",,"soweli Penjamin la wawa lape li sama ala soweli lili ona. ona li kama lape la ona li len e lawa ona kepeken poki lipu tan pipi."
